"","bronchioid","magnoid","squamoid"
"MGP",0.709431346089298,-0.464166387486977,-0.174369914034035
"RAN",-0.497830217760147,0.370364234890945,0.231623882318752
"TARS",-0.532537499712427,0.270945803679412,0.160657538702985
"CKS1B",-0.552877441501891,0.337683905987420,0.264850471920658
"PCNA",-0.56848291338548,0.286072110754438,0.307567121292911
"H2AFZ",-0.480278698916075,0.227037487070577,0.405905165693532
"SNRPD1",-0.485003721583697,0.294912649910874,0.221877176757601
"WDR12",-0.441562968305147,0.261418664875576,0.14585559747296
"FCGBP",0.736861068742558,-0.436744666370065,-0.166352828508435
"FOXM1",-0.595234354325227,0.394343940394996,0.364512286050179
"HLA-DPB1",0.481763379175508,-0.715339538286853,0.211295091670225
"KIF11",-0.358885349518206,0.407239112378972,0.266614944959939
"XPOT",-0.584947365728342,0.40075247163858,0.188577991405571
"DNAJC10",-0.450674488434459,0.381307621435289,0.0799913746920602
"CLEC3B",0.6041553755453,-0.220169617286702,-0.317843436927514
"DNAJC9",-0.46410211145829,0.261543999657871,0.335635694993494
"EZH2",-0.353301902417683,0.391231035673777,0.334990726913516
"KIF14",-0.377782957280465,0.261531996066902,0.320134137328436
"CLDN18",0.650509620775907,-0.109295848237970,-0.277331345908823
"PBEF1",-0.523776396171013,0.311170212731704,0.477234254953933
"GTPBP4",-0.350728011919976,0.341252504908190,0.188369744827873
"RAD51AP1",-0.357366648160857,0.270353724859944,0.336994074000685
"SLC27A3",0.527759932665285,-0.193118245407693,-0.299445532781808
"CCNA2",-0.368314694971983,0.266232810304335,0.602113954617819
"EMP2",0.501177719012313,-0.258230254556515,-0.436469310909466
"MGLL",0.399893700535901,-0.367282491488428,-0.309794642935083
"MRPL13",-0.576798924608108,0.408382721996869,0.249114750319782
"ABCA3",0.795255500905368,-0.258379272759726,-0.819168124325424
"MMP12",-0.94087504387714,0.297038112207415,1.29286394534401
"TPRKB",-0.528075002126531,0.26707044175221,0.276550595345486
"HLTF",-0.490209607148199,0.359408646698382,0.282605770812182
"TTK",-0.323405339975074,0.304832534991381,0.309679762504184
"CYP2B7P1",0.820018430233148,-0.216701910051586,-1.04468436964413
"CAPN3",0.489593419580139,-0.195692773316682,-0.146055222913525
"HSPE1",-0.451809468270626,0.313310874110771,0.0569185540434951
"LTBP2",0.639664998877222,-0.489661620895647,0.108491801366085
"GNL3",-0.548536273716907,0.261060704073123,0.0610607088049537
"RRAD",0.680050118313865,-0.366178329271612,0.000685599439592899
"BZW1",-0.452680404066784,0.204947546626758,0.235136406804928
"HAT1",-0.604765997691866,0.232561229655741,0.43846044669086
"PFKP",-0.609535207402831,0.268234026322909,0.566940592649534
"DUSP4",-0.553391565478778,1.2339559157911,-0.195158419386691
"KIF20A",-0.44889386870063,0.307578328776158,0.2798543883957
"GCLM",-0.429017121004713,0.310879945590361,0.306141056000669
"KCNJ15",0.87346297498711,-0.250283280057533,-0.341768878382237
"POSTN",-0.75557924796315,0.0583121986200226,1.05404245006807
"TXNRD1",-0.524091299054412,0.57323290068914,0.207042560896811
"EEF1E1",-0.459977943186867,0.279255436757142,0.0953578665383361
"COL11A1",-1.42069993996222,0.148541189918626,1.17132489307335
"HIG2",-0.43236299706832,0.266108402052907,0.416895554318723
"CX3CR1",0.457239880049383,-0.238769021078673,-0.0996752263310787
"FKBP3",-0.412146091134358,0.31270947097466,0.0601043322507673
"NUP155",-0.417933247381304,0.351057603060605,0.404741821685837
"GOLT1B",-0.553188055263039,0.177832573522311,0.280846237744849
"YES1",-0.518507184943417,0.257512683509054,0.0674137440276965
"FXYD1",0.501300207807962,-0.205238284871979,-0.0881578025044565
"HLA-DRB1",0.389651977748714,-0.667924996253275,0.136465783301297
"RTCD1",-0.578386255365341,0.157912046074022,0.444866963644083
"NUP37",-0.387617672473912,0.250915663968459,0.25986234041937
"SNRPG",-0.424910783318245,0.257631095998731,0.185595942328169
"HOXD1",1.03037228181966,-0.365449110586042,-0.299990625223135
"DMBT1",0.780255603119206,-0.269883013703982,-0.506465825677486
"OLA1",-0.416118400329101,0.246622157503162,0.090268131542274
"FOXA2",0.585271090867053,-0.245122188847310,-0.724083179653407
"AUTS2",0.569132085508826,-0.565476882678678,-0.68428708504678
"VCAN",-0.812664077720958,0.194713582012255,0.801306472354328
"DKFZp762E1312",-0.540432686199665,0.188574225918881,0.30789450066832
"ZC3H15",-0.371195481649816,0.188107409690904,0.135449970712379
"DBF4",-0.313756723222401,0.193956303092810,0.367561050033022
"MSH2",-0.473898138104213,0.451477786594994,0.350549936254344
"MEMO1",-0.350790251570307,0.299920115127959,0.114235536805206
"NRAS",-0.46222360028047,0.249389189630031,0.372205719909871
"NME1",-0.494185527971188,0.304191665926750,0.167113057577922
"FBLN5",0.428552583679410,-0.293619280521347,-0.235668682030494
"CBX7",0.449121899633329,-0.302461514640754,-0.102899779844558
"HBA2",0.614908982572126,-0.360387663109886,-0.47548967277737
"STEAP1",-0.687073177239003,0.0263341310848491,1.04338046970059
"DARC",0.554681236636929,-0.275857175664761,-0.0724300012997867
"MRPL15",-0.466067373956528,0.310535825050563,0.30963891796074
"TOPBP1",-0.429121957075764,0.266339269184984,0.325765589467808
"DNM1L",-0.397662462871843,0.262384481707647,0.259818654496508
"LEPREL1",0.760625603108992,-0.343206091256232,-0.352450129861384
"IARS",-0.393382900797527,0.190496761213372,0.172328221329703
"KIAA0101",-0.436586969261954,0.347813946720333,0.155482548600167
"HMGB3",-0.468088481922734,0.819180541281376,-0.301608966948489
"KIF2A",-0.39985588587182,0.179439761900654,0.472521328781184
"PUS7",-0.472537692708512,0.227448063436522,0.156330006137453
"CSE1L",-0.364201923814561,0.228993175206720,0.142069259391467
"SEC23A",-0.379222958636015,0.192468710959129,0.4010804139737
"HLA-DPA1",0.403068721823590,-0.770241959628223,0.242956516468205
"IL8",-0.481910412632666,0.311385790275183,0.96981962852664
"CLU",0.64860886998526,-0.405613622224569,-0.545223693174906
"A2M",0.606847625838831,-0.278411359931473,-0.103858590095108
"UBE2V2",-0.401306962744576,0.336715969056857,0.170485969540723
"ABCE1",-0.353031807084436,0.201232949743762,0.301536171302271
"LRPPRC",-0.39475075209803,0.315232203642606,0.0223213735359629
"FBP1",0.524699977872236,-0.415564332219063,-0.134746724974447
"PTS",-0.412917080359398,0.288891953297607,0.090465943583439
"TXNIP",0.416227524614627,-0.356383077877099,-0.136467250526168
"SYNPO",0.431385307201978,-0.355985843439845,0.0451019732049041
"SLC39A14",-0.585181179287967,0.245616293359353,0.418093289925384
"DRAM",0.599697249563615,-0.261288815076972,-0.215744961631586
"MRPL3",-0.429487890588556,0.225427423942853,0.173089443545914
"FANCI",-0.349156154438305,0.30844336517502,0.268427343974427
"NDUFS1",-0.443569909289751,0.359023449318411,0.0616482852846962
"VRK1",-0.314973757164569,0.278290485069001,0.342426684671669
"CPA3",0.774134890740373,-0.664420288897184,0.429420408978515
"HMMR",-0.284140393013127,0.245540805237033,0.304897942149106
"AGPS",-0.361591380686551,0.288546638023057,0.287616532925964
"COL5A2",-0.769095658321399,0.0290431223276286,0.852046578657404
"AOC3",0.482458941388102,-0.231678192566541,-0.0109006664801417
"CYCS",-0.420117890665506,0.230473860378321,0.128402118554051
"PMAIP1",-0.548796975220353,0.048367942032213,0.976882263798903
"KNTC1",-0.351744997792383,0.244420368990097,0.303849614550358
"NPC2",0.385376240538884,-0.525326223679524,-0.0872625120534103
"HLF",0.506737043973495,-0.150481615300612,-0.216272985498875
"CD1C",0.456126938023841,-0.233646362666396,-0.152599512400214
"ATAD4",0.523629560321553,-0.220483706746982,-0.88184679992945
"TSPAN4",0.388112168960159,-0.401716920063349,0.0451062699212423
"GTF3C3",-0.396991595368938,0.228124151797154,0.132005160425138
"SLC39A6",-0.465260253602864,0.263561179340780,0.114085373647816
"LAMP3",0.668698409124777,-0.467428419293897,-0.239140962073940
"PRKDC",-0.509805914839538,0.259960632517339,0.115830389051483
"VIPR1",0.426390677147948,-0.150561126903372,-0.285179415931886
"CHORDC1",-0.335110730249183,0.269624641351867,0.119684691497099
"VRK2",-0.354436202395391,0.128620958757023,0.385179935617233
"ODC1",-0.388620376881818,0.977673222424917,-0.186328244958862
"CD74",0.403541566815305,-0.568282976985829,0.242253854481042
"HLA-DRA",0.421330389645941,-0.647244204863929,0.221336074376758
"HLA-DMB",0.431613043392823,-0.559055267612626,0.373850866216046
"FGL1",-0.0761683192988079,0.786376649760856,-0.387424923316065
"CD52",0.470904567068775,-0.60681868042831,0.354052430644292
"TYROBP",0.392186877604518,-0.603208478397407,0.50796876225707
"ITGB2",0.354674650668002,-0.62246313820186,0.657495259111485
"FXYD5",0.256442444661563,-0.565902902269479,0.358840200340193
"COLEC12",0.532390333482134,-0.571691345182608,0.169618053454030
"CD37",0.427722900189575,-0.499539784861997,0.443859728083315
"EMP3",0.157400310154704,-0.557805803739265,0.69078280415094
"TLR2",0.383482176377445,-0.501320364509692,0.418765382547475
"PLA2G4A",-0.453215222880985,1.50726911609659,-0.741568112723684
"ALOX5AP",0.159634477449254,-0.776098833605736,0.51833919791134
"FGG",-1.29164184906482,2.04441859013291,-0.828526590886938
"TPSAB1",0.541101829382917,-0.387248261966585,0.221851873644324
"GLULD1",-0.470632669949762,0.884333284582825,-0.734971902419254
"DNAJC12",-0.362884468242625,1.35026871634454,-0.471338894682823
"VIM",0.273612281878477,-0.448705028004791,0.435788962431014
"AIM1",0.107946251078194,-0.774429268342562,0.67891893335273
"HLA-DRB6",0.416579512965368,-0.385356883964126,0.170989191860272
"MARCO",0.55296457453594,-0.510001949463396,0.413920621058113
"HAL",-0.124462612594350,0.691110400403828,-0.211822777329193
"LY86",0.449135696715516,-0.354196880673297,0.24833222593833
"CPE",-0.397320250454072,0.9839037627579,-0.0792874370859238
"CAV1",0.36477986370188,-0.498672777038425,0.460616726294628
"HCK",0.260694638930719,-0.509563366629377,0.758854267205251
"ITGAM",0.363490590405202,-0.413520232990395,0.50113440562085
"DAB2",0.381211299866188,-0.396286803988184,0.303177947451243
"KIT",-0.149805532413023,1.03208423266491,-0.859148119942825
"ARHGDIB",0.280344982175086,-0.359536282895043,0.149674054878821
"CSF1R",0.200632969496242,-0.479434949591333,0.556556603036746
"RNASE6",0.283984840357828,-0.496935821304578,0.648155917945044
"CTSO",0.361772805900536,-0.393549152903521,0.189073503028734
"VSIG4",0.187627243047999,-0.584217501388187,0.613711512625066
"RAC2",0.173048140350347,-0.337874805356773,0.478397877938804
"AKR1C2",-0.121268661747606,1.34197018540328,-0.46920511744986
"NCF2",0.147425658373942,-0.507508036854772,0.611859933680724
"RARRES3",0.215435113043379,-0.653455709649757,0.301466970564402
"S100P",-1.32743396538092,1.54503174911148,-0.644103809552812
"TREM2",0.442393285762456,-0.388787077295735,0.174308213433887
"FLNA",0.149620067807604,-0.479827861706751,0.371502724469233
"F13A1",0.23122302104204,-0.464832914985399,0.771808497854496
"SLC15A3",0.213747646487632,-0.366273973221533,0.237540881907847
"LST1",0.286977853631646,-0.349480442485155,0.354810431438114
"CORO1A",0.234487241428360,-0.459552816436862,0.35946825943561
"CAPG",0.195203417151652,-0.460327051226753,0.445972091622435
"KIAA1598",-0.270113316983728,0.465807674612193,-0.286493442545956
"C1QB",0.0995036802054479,-0.560935054933243,0.797376819743429
"CD4",0.251194605292761,-0.28925967348768,0.299221827091726
"TGFB1",0.187547077261503,-0.401188783461635,0.369523383338913
"RFK",-0.228959897547654,0.411241625426925,-0.124797390644273
"C1QA",0.106409709822524,-0.53838313708397,0.624102195309135
"MNDA",0.146921712060414,-0.425455740959098,0.931795285063703
"CD44",0.214430906395983,-0.349065551696433,0.553427502281766
"CCT3",-0.360055672423276,0.383034499114859,-0.0764080628626544
"CCL19",0.724687778329614,-0.563375421630662,0.218102422233464
"IL7R",0.345988556515056,-0.478147597955034,0.311094481455816
"TESC",0.125379880085020,1.06943127361821,-1.84505552767452
"LAPTM5",0.165635834635066,-0.404418157336060,0.55459580421935
"PCP4",-0.0733931880302063,1.08517156695613,-0.460598055290014
"C14orf147",-0.532394989321533,0.585393989042824,-0.266535776122453
"AACS",-0.311966980281013,0.345758528600889,-0.244268866260611
"CXorf9",0.261889909923018,-0.367727787048151,0.311820764029783
"NCF4",0.239842586423582,-0.394622197686247,0.316613855944676
"LTB",0.404198167287231,-0.375043763048959,0.178380178461448
"FOLR2",0.298123904247998,-0.347060346309044,0.222006452345532
"GMFG",0.174304522338256,-0.434333472775555,0.439343687963609
"MYLK",0.265590301904407,-0.461457330405362,0.403073719847384
"MMP7",0.358936966403408,-0.772984992388489,0.448294506519900
"CHIT1",0.616295133400744,-0.310400316576412,0.100283533976344
"RASSF2",0.303113488244158,-0.37030605780942,0.318445858080088
"CHL1",-0.250501299935726,0.490740593987879,-0.236309393927533
"PDLIM2",0.252902266523134,-0.339678020689700,0.407055788313292
"SEH1L",-0.452486044925969,0.397478737520035,-0.0265365358364633
"PLUNC",-0.251483547682089,0.669075426162748,-0.482273593307839
"NUPR1",0.318122903120654,-0.512067077119438,0.0248933004042406
"ALOX5",0.269945335487970,-0.393347910348965,0.249776359050655
"CHD7",-0.288104791626574,0.407276443526062,-0.0445648539313899
"CPVL",0.225711020848515,-0.477751255948406,0.407955475510416
"TSNAX",-0.231713937199479,0.364475793721212,-0.2020913075415
"BNIP3",-0.423137248476535,0.482458203437556,-0.0598639551621067
"HMG4L",-0.188942572471551,0.363278964210753,-0.153150125287636
"DCN",0.205801320367973,-0.5192506522071,0.519603531321877
"IRS2",-0.245526066566590,0.782383034129839,-0.412831365534588
"MS4A6A",0.105881840358161,-0.387970229117450,0.52980562140022
"CD14",0.0216268426111617,-0.573490873098295,0.676585122629271
"LGALS9",0.259700900466477,-0.29221514245185,0.211167899709817
"LPXN",0.21743472618285,-0.340032911104396,0.55858038907223
"SERPING1",0.128752294823215,-0.428241174499927,0.456481115766767
"TGFBI",-0.0533054152823809,-0.406941628597912,0.983036390874457
"FCGR2A",0.0807460507644437,-0.378847925552994,0.70442073090668
"CCL13",0.212354103725745,-0.353941304060705,0.730593463595406
"P15RS",-0.319305473962544,0.355578610299585,0.00208678390602124
"CD59",0.357075911546265,-0.327539876718965,0.210945060368459
"LMO2",0.202092856282676,-0.29938750224127,0.135740050867946
"FCER1G",0.0490948269430405,-0.493117647046205,0.788846614561315
"PAPOLA",-0.258277390984761,0.299082801114983,0
"GYPC",0.225372329518235,-0.342845362236170,0.152820232053559
"MYL9",0.17925254565547,-0.546201271220084,0.462368863419044
"IL2RG",0.239444432577551,-0.388760572143296,0.506247585080473
"IMPA2",-0.153902839219836,0.4995635317525,-0.681034570211576
"NCKAP1L",0.192013600472621,-0.32121696993829,0.3457680845565
"HLA-E",0.190276939833818,-0.285627887454289,0.178159935247942
"PIR",-0.110566387971547,0.405832027040918,-0.214468081061177
"GNAI2",0.127732104926469,-0.29929588308482,0.494157448452306
"C3AR1",0.090536996147689,-0.372495456533999,0.507258362619616
"GAS6",0.282746009705177,-0.37137440544364,0.000173783828198992
"CD83",0.326499759571318,-0.280767070126415,0.0220619778225091
"IRF8",0.266638691769434,-0.373711848228725,0.288263422834426
"CD48",0.286069642692853,-0.30108649151236,0.300415967613706
"SLMO2",-0.349554751191548,0.350738764396749,-0.0239110439052306
"LCP1",0.172601641288922,-0.347603512006761,0.512946287702176
"PAEP",-0.0888484520139099,0.376498799754377,-0.163992489437986
"APOC1",0.411501824407750,-0.433384279411928,0.192187719467549
"CLEC7A",0.117455149642103,-0.314353121405104,0.554961183598202
"LY6E",0.264080428063003,-0.507738783058235,0.256969350320285
"CD53",0.116808621194460,-0.39931073947795,0.499643159307661
"UCHL1",-0.37489800187363,0.852513690806403,0.0943417829388684
"CCL2",0.0794476560416566,-0.411577736727144,0.532233045849186
"LOXL1",0.076335470269913,-0.342804101284465,0.632376714478415
"TNC",0.143382142203384,-0.61530495269113,0.916594864657993
"PTP4A1",-0.264504362794301,0.445311153607037,-0.226043067094187
"DPYD",0.210714666863954,-0.521106034182075,0.507288196363433
"GPX2",-0.0425834761929078,1.15573393939141,-0.487064733611209
"SH3BGRL3",0.0998969416124504,-0.261274739122798,0.443082210796714
"SRPX",0.393305690741839,-0.296718541275109,0.162825664016716
"MUC4",-0.645698228114123,0.81008460445554,-0.301721502047133
"AEBP1",0.164424286361701,-0.457007858494235,0.398826961745604
"RBM35A",-0.266505348226500,0.37844457280835,-0.188682468181618
"LSP1",0.245238760800284,-0.340502184140707,0.209113965388187
"CD2",0.142288052353819,-0.409679270276154,0.403576334709378
"ACP5",0.278565118358996,-0.318841812692782,0.260954287490724
"TRIM22",0.446926985230494,-0.345765549581063,0.162505010716869
"PMP22",0.197019743753531,-0.297543037111845,0.442888817891882
"TNFRSF12A",0.138407055889100,-0.327089778995561,0.317050193480709
"RGL1",0.425121107371462,-0.344965189278765,-0.0350829141511362
"SLIT2",0.417248561536904,-0.2960602608975,-0.0147188336475157
"PLAU",-0.316802487653371,-0.191099215702432,1.50414639637679
"DSE",-0.116893829492240,-0.247105448975569,1.13819468881901
"SNAI2",-0.193201456933172,-0.0955722343205458,1.01022108931642
"GBP1",-0.430495348364068,-0.176874988158065,1.17845428407155
"FAP",-0.342851134743823,-0.0739581101100235,1.19713650048112
"CXCL10",-0.447674887880439,-0.113998503547352,1.34953855061222
"PGC",1.51150407354660,-0.0202843275157503,-0.8199326512945
"AIM2",-0.245224294011976,-0.240567157638449,1.19006601938179
"SRPX2",-0.159841656407734,-0.196457461254451,1.00387867674111
"LGALS1",-0.0973235455910437,-0.269868103300155,0.760683008136258
"FSCN1",-0.176694965940887,-0.159355389281308,0.880904697425993
"S100A8",-0.390193587898964,-0.273166035529492,1.29335581218315
"VCAM1",-0.277114593122217,-0.196061521176448,1.01741112066444
"TFF3",0.188889032262706,1.02627687245757,-1.23082045207060
"UNC13B",0.223688850035280,0.323837576853776,-0.85370821324932
"CD163",-0.0539712823126379,-0.420937397033868,0.950047561039556
"CXCL9",-0.187726328315158,-0.283481904794646,1.56850269965859
"OLFML2B",-0.276612982177321,-0.111757233813142,0.824339745295068
"TACC2",0.0123698536138721,0.447267846132138,-0.815409538031847
"TMEM158",-0.285267886790736,-0.0152233466267719,0.79664221417391
"AQP3",0.539319515594324,0.0175673041795097,-1.26747791100186
"CCL8",-0.165894277128689,-0.124632125687391,0.782890588528167
"TUBB6",-0.157853944164323,-0.182961601325847,0.700981971200765
"CIT",0.447596765318031,0.484360249405524,-0.760267990136617
"TOX3",0.429715180636203,0.239289480873722,-1.93859392642767
"SFTPB",0.423401174685416,-0.0498168646873589,-1.46474634350757
"TDO2",-0.237178578621386,-0.0159837920905481,0.763140077143401
"PLA2G10",0.499332125032856,0.0347462926344457,-0.67721309054882
"RAP1GAP",0.706850107765452,0.00166205813888087,-0.745923313749866
"G0S2",0.0409323546994673,-0.314683620278924,0.801463575788588
"TNFAIP6",-0.405283917217246,0.0535461340990735,0.965440235598054
"COL6A2",-0.0425486712853775,-0.354362778479541,0.81199301756405
"BCL2A1",-0.0767151261869103,-0.194676600868242,0.890717603773131
"RND3",-0.267736767653142,-0.194348247858566,0.877743216382061
"CTSK",-0.108570130382773,-0.164561524691833,0.92920628200167
"SLC44A4",0.298978821094575,0.0550625889568073,-0.845916615366929
"CDH3",-0.00385245151014502,-0.51042488513077,0.959011184027519
"IFI16",-0.141308555134945,-0.282842393744276,0.649441420758741
"MAFB",0.0502707395036257,-0.345317170660359,0.732121077329865
"GBP2",-0.0966510167343104,-0.142751551468247,0.798452089515427
"S100A2",-0.185102113658215,-0.176310563131488,1.22610344931015
"LAMB1",-0.25798719243808,-0.133869818211622,0.822210130676881
"MS4A4A",-0.00704269257701284,-0.411273182704021,1.11171959518194
"TSPAN8",0.161167891422614,0.946669250844452,-1.56365903872325
"SPINK1",0.876208516543114,0.787719103558628,-2.05115333258248
"CDA",-0.0934374793646646,-0.0676135790560548,0.888332244044874
"COL5A1",-0.435088727790131,-0.117646514175612,0.75223546048806
"MT1X",-0.225567634109526,-0.271964109872048,0.73384045596513
"CCDC109B",-0.0801652603765128,-0.164220315171353,0.559472701569156
"COL15A1",-0.521358541173653,-0.0739820565851814,0.828049846278043
"SLAMF8",-0.0218633180568442,-0.291435338886475,0.632569151710735
"CST6",0.177508840242235,-0.522419216410157,1.09949478197784
"ANXA1",0.077374626215513,-0.504005134028985,0.849198973679712
"FCGR1A",0.0797356359213302,-0.39937330727955,0.66689698637942
"PSMB9",-0.0516473895012446,-0.219088257641557,0.776960526747027
"TPM4",-0.168312507843189,-0.120109967808205,0.642476355114972
"COL1A1",-0.469923676668531,-0.101681019550677,0.60521745786423
"LCP2",0.0530282973228511,-0.227304147691330,0.655709308983885
"SERPINE1",-0.225467982825411,-0.144350237247342,0.795044034398853
"GLIPR1",0.0371576676795247,-0.337097284104293,0.610221755345584
"SAMSN1",-0.166422884145404,-0.378955632890157,0.790847228312308
"GPRC5C",0.22959551154595,0.128865531127787,-0.656491839721403
"GZMB",-0.309769126117499,0.0451986798688186,0.838326351007193
"MMP9",-0.257023864940592,-0.271273005897244,0.822023757267029
"RGS10",-0.0269186539380595,-0.215188699176618,0.63274457520744
"CLEC2B",-0.117336822134312,-0.260359806822541,0.70730842934865
"MMD",-0.373672673159151,0.0814696455874939,0.744454824346384
"FGL2",0.0821918897758396,-0.362655900896136,0.661227137497583
"TFCP2L1",0.0381637493100460,0.172015921398442,-0.511599019799194
"APOBEC3G",0.0339703710100125,-0.250624690281897,0.630767642311063
"ARNTL2",-0.208581826518332,0.048800254971006,0.497729518391461
"GFPT2",-0.110110090725180,-0.175005029274420,0.535444647902778
"GJB1",0.491167555381792,-0.0454836623850179,-0.59207186410172
"SNX10",-0.093213764061212,-0.085553588762778,0.749790052033315
"ALDH3A2",0.089930755784021,0.322726215212278,-0.597234400226675
"DKFZP564O0823",0.389297443265475,-0.080218544969049,-0.9150986224461
"NID2",-0.276713104569285,-0.0175646252466288,0.6232670490311
"CORO1C",-0.196177084515322,-0.0370985302578104,0.525964424915957
"TFEC",-0.0337822296215906,-0.106668777652487,0.511514684283849
"CCL4",-0.0230387703650363,-0.220795962025979,0.764381431788825
"EVI2A",0.106863414205887,-0.366382709344933,0.749731724238361
"ERBB3",0.144740567560175,0.151535095320837,-0.464985484259847
"INDO",-0.115462435569846,-0.176050215356294,0.812417654562784
"RAB31",-0.0935154715642907,-0.26629645565113,0.535677737084491
